experiment,config_id,map_name,method,pose_id,seed,true_x,true_y,true_theta,estimated_x,estimated_y,estimated_theta,best_fitness,position_error,theta_error,success,scan_error,feature_error,combined_error,scan_contribution,perception_contribution,runtime_seconds,population_size,generations,elite_size,tournament_size,crossover_rate,mutation_rate,sigma_xy,sigma_theta,fov_deg,num_beams,max_range_m,noise_std_m,angular_resolution_deg,perception_weight,final_best_history,final_mean_history
experiment_1_perception_ablation,default,simple_room,scan_only,1,2,3.0,2.5,0.7,2.9936796026587387,2.505001820177951,0.704062796211989,0.9999907769947869,0.008060125783384543,0.004062796211989017,True,9.223090277777717e-06,0.0001637488026917875,9.223090277777717e-06,9.223090277777717e-06,0.0,16.791640708994237,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999907769947869,0.9772100392177968
experiment_1_perception_ablation,default,simple_room,scan_only,1,3,3.0,2.5,0.7,2.983538439257399,2.499854117184864,0.7273641636636574,0.9999251358133995,0.016462207138718966,0.027364163663657237,True,7.48697916666662e-05,0.003535577597037792,7.48697916666662e-05,7.48697916666662e-05,0.0,16.56389862499782,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999251358133995,0.9762509991257093
experiment_1_perception_ablation,default,simple_room,scan_only,1,4,3.0,2.5,0.7,3.0030062465180665,2.4871518839362454,0.6978043986628624,0.9999875218570949,0.013195135638374286,0.002195601337137809,True,1.247829861111109e-05,0.001454971509415712,1.247829861111109e-05,1.247829861111109e-05,0.0,16.893936791006126,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999875218570949,0.9767944710968378
experiment_1_perception_ablation,default,simple_room,scan_only,1,5,3.0,2.5,0.7,3.0198567490158186,2.5003430355204754,0.7012619021541684,0.9999951172113416,0.019859711852026448,0.0012619021541686593,True,4.88281249999997e-06,2.8585802295335444e-05,4.88281249999997e-06,4.88281249999997e-06,0.0,16.541517417004798,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999951172113416,0.9793166871704136
experiment_1_perception_ablation,default,simple_room,scan_only,1,6,3.0,2.5,0.7,2.9484673201505984,2.5028974814520386,0.7032054791397089,0.9999734165053121,0.0516140726084062,0.0032054791397087,True,2.6584201388888698e-05,0.0012203887076027101,2.6584201388888698e-05,2.6584201388888698e-05,0.0,16.97103904200776,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999734165053121,0.9771690242042471
experiment_1_perception_ablation,default,simple_room,scan_only,1,7,3.0,2.5,0.7,3.042170565149994,2.498725851331708,0.709602825492825,0.9999761290420585,0.042189809431885265,0.009602825492825318,True,2.3871527777777644e-05,0.0013047125961250933,2.3871527777777644e-05,2.3871527777777644e-05,0.0,16.495276124987868,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999761290420585,0.9799012299603547
experiment_1_perception_ablation,default,simple_room,scan_only,1,8,3.0,2.5,0.7,2.9810272083804836,2.5154374475203016,0.7066867921792772,0.9999782990820513,0.02445979574280328,0.006686792179277035,True,2.1701388888888754e-05,0.00021218995094778614,2.1701388888888754e-05,2.1701388888888754e-05,0.0,16.838985874986975,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999782990820513,0.9820070344156246
experiment_1_perception_ablation,default,simple_room,scan_only,1,9,3.0,2.5,0.7,2.97809203469105,2.500027193295663,0.7184789488313512,0.9999565991059416,0.021907982185803334,0.01847894883135126,True,4.340277777777752e-05,0.0014237622128010913,4.340277777777752e-05,4.340277777777752e-05,0.0,16.62474124999426,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999565991059416,0.9794783150510048
experiment_1_perception_ablation,default,simple_room,scan_only,2,0,4.8,3.0,1.5,4.850830913978628,2.9909037773062503,1.5000331244026206,0.9999750440255941,0.05163838768975067,3.312440262082106e-05,True,2.4956597222222136e-05,0.0036767734224283613,2.4956597222222136e-05,2.4956597222222136e-05,0.0,16.995471166999778,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999750440255941,0.9835020151021264
experiment_1_perception_ablation,default,simple_room,scan_only,2,1,4.8,3.0,1.5,4.797766837947373,3.0107329663202953,1.505786288612673,0.9999945746822121,0.010962827134726042,0.005786288612672941,True,5.425347222222206e-06,0.001193152875529706,5.425347222222206e-06,5.425347222222206e-06,0.0,16.847928957999102,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999945746822121,0.9801674516817327
experiment_1_perception_ablation,default,simple_room,scan_only,2,2,4.8,3.0,1.5,4.856962716706836,2.9855815890763604,1.5184239382239246,0.9999273056320775,0.058759183692306684,0.01842393822392463,True,7.269965277777738e-05,0.0029575433967686353,7.269965277777738e-05,7.269965277777738e-05,0.0,16.96070549999422,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999273056320775,0.9813580076113216
experiment_1_perception_ablation,default,simple_room,scan_only,2,3,4.8,3.0,1.5,4.7999102922479,2.991420812198499,1.4940747129393976,0.9999929470983548,0.008579656800491066,0.005925287060602358,True,7.052951388888853e-06,0.0001113405978671704,7.052951388888853e-06,7.052951388888853e-06,0.0,16.86442320799688,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999929470983548,0.9824797541781461
experiment_1_perception_ablation,default,simple_room,scan_only,2,4,4.8,3.0,1.5,4.829824258230294,2.9991790183864437,1.5053501180821838,0.9999848092585399,0.029835555798360617,0.005350118082183997,True,1.519097222222215e-05,0.0014636638514288504,1.519097222222215e-05,1.519097222222215e-05,0.0,16.910536916999263,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999848092585399,0.9801027293275171
experiment_1_perception_ablation,default,simple_room,scan_only,2,5,4.8,3.0,1.5,4.829394046497887,2.9949638053757317,1.4996475665337632,0.9999875218570949,0.02982236117099828,0.0003524334662365902,True,1.2478298611111063e-05,0.0025428526116915364,1.2478298611111063e-05,1.2478298611111063e-05,0.0,16.776594333001412,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999875218570949,0.9805255022907414
experiment_1_perception_ablation,default,simple_room,scan_only,2,6,4.8,3.0,1.5,4.8127941537245595,3.010380983266886,1.495233484203955,0.9999848092585399,0.01647589703521591,0.004766515796045034,True,1.5190972222222146e-05,0.0013415889853993477,1.5190972222222146e-05,1.5190972222222146e-05,0.0,16.86168866699154,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9999788415935209,0.9802598069508879
experiment_1_perception_ablation,default,simple_room,scan_only,2,7,4.8,3.0,1.5,4.74065797857813,3.0030051071902024,1.5069987060957986,0.9991451541297403,0.05941806270536123,0.006998706095798557,True,0.000855577256944442,0.004620395410116693,0.000855577256944442,0.000855577256944442,0.0,16.847627458002535,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.0,0.9991451541297403,0.9823587382154223
